year,industry1,industry2,industry3,occupation1,job_vacancy,quarter
2001,manufacturing,machinery and equipment,machinery and equipment,"production and transport operators, cleaners and labourers",300,Q4
2001,manufacturing,electrical products,electrical products,total,100,Q1
2001,manufacturing,electrical products,electrical products,"professional, managers, executive and technicians",-,Q2
2001,manufacturing,electrical products,electrical products,"clerical, sales and services workers",-,Q3
2001,manufacturing,electrical products,electrical products,"production and transport operators, cleaners and labourers",-,Q4
2001,manufacturing,electronic products,electronic products,total,600,Q1
2001,manufacturing,electronic products,electronic products,"professional, managers, executive and technicians",400,Q2
2001,manufacturing,electronic products,electronic products,"clerical, sales and services workers",-,Q3
2001,manufacturing,electronic products,electronic products,"production and transport operators, cleaners and labourers",200,Q4
2001,manufacturing,medical and precision instruments,medical and precision instruments,total,100,Q1
2001,manufacturing,medical and precision instruments,medical and precision instruments,"professional, managers, executive and technicians",100,Q2
2001,manufacturing,medical and precision instruments,medical and precision instruments,"clerical, sales and services workers",-,Q3
2001,manufacturing,medical and precision instruments,medical and precision instruments,"production and transport operators, cleaners and labourers",100,Q4
2001,manufacturing,transport equipment,transport equipment,total,1300,Q1
2001,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",300,Q2
2001,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100,Q3
2001,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",1000,Q4
2001,manufacturing,other manufacturing industries,other manufacturing industries,total,300,Q1
2001,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",-,Q2
2001,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-,Q3
2001,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",200,Q4
2001,construction,construction,construction,total,900,Q1
2001,construction,construction,construction,"professional, managers, executive and technicians",100,Q2
2001,construction,construction,construction,"clerical, sales and services workers",100,Q3
2001,construction,construction,construction,"production and transport operators, cleaners and labourers",700,Q4
2001,services,wholesale and retail trade,wholesale trade,total,900,Q1
2001,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",400,Q2
2001,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",400,Q3
2001,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",200,Q4
2001,services,wholesale and retail trade,retail trade,total,800,Q1
2001,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",100,Q2
2001,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",700,Q3
2001,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",-,Q4
2001,services,transport and storage,land transport and supporting services,total,300,Q1
2001,services,transport and storage,land transport and supporting services,"professional, managers, executive and technicians",-,Q2
2001,services,transport and storage,land transport and supporting services,"clerical, sales and services workers",100,Q3
2001,services,transport and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",200,Q4
2001,services,transport and storage,water transport and supporting services,total,900,Q1
2001,services,transport and storage,water transport and supporting services,"professional, managers, executive and technicians",100,Q2
